id,source,ambientTemp,latitude,longitude,time
2WWQ7dSKQxpaJYxFn2vZyY73Om0,,24,32.96,-117.12,2023-10-09T10:01:29.524Z
2WWQ7b7BKD8IluHzSIsiEZDZ73O,,18,52.68,-1.83,2023-10-09T10:01:29.566Z
2WWQ7enjdlFJ9Yzv4sWS3GtP2iX,,7.5,43.6,-79.6,2023-10-09T10:01:29.657Z
2WWQ7irXdVmqALH7o62BxpK9jn1,,10,53.56,-113.59,2023-10-09T10:01:30.578Z
2WWQ7q3yXaUyz3j8Jv6hbkzSWVD,,8,43.76,-79.19,2023-10-09T10:01:31.075Z
2WWQ7uckWlJSts7JR6L6QutV2A9,,9,54.68,25.23,2023-10-09T10:01:31.075Z
2WWQ7uHai3F1uOzSSOFv9NHygZx,,24,32.96,-117.12,2023-10-09T10:01:31.485Z
2WWQ7vCjvImTtb2zXhaWLkfnLTO,,16,48.86,2.81,2023-10-09T10:01:31.485Z
2WWQ7sp6qYGeCxycoNuoMZeWO5I,,29,38.59,-121.29,2023-10-09T10:01:31.486Z
2WWQ7pn3QIzipw2KbvqkZ2f8RX4,,24,33.81,-117.78,2023-10-09T10:01:31.66Z
2WWQ7vJNveX6EjuVzJMTtylCI9S,,11,41.77,-70.13,2023-10-09T10:01:31.66Z
2WWQ81Qx5UCSCOMKEsydt6cLeoO,,23,33.98,-84.26,2023-10-09T10:01:32.082Z
2WWQ80Emyt9LAGzaB43x8KnIAUz,,19,51.38,7.39,2023-10-09T10:01:32.124Z
2WWQ7yvdqS4hwN665ii1hWm85lZ,,16,38.6,-121.54,2023-10-09T10:01:32.181Z
2WWQ7xbQb1N2d83Q2PtP9pVvnbH,,27.5,37.77,-121.93,2023-10-09T10:01:32.442Z
2WWQ81nkUKpK9WuSNFt83rbJNXV,,19.5,51.17,3.25,2023-10-09T10:01:32.552Z
2WWQ88uHSa2sUaUdBBdOp1otgbw,,6.5,40.44,-74.87,2023-10-09T10:01:33.557Z
2WWQ83shP2IO9z7pc7iMRcBcFJT,,20,45.44,-122.52,2023-10-09T10:01:33.557Z
2WWQ8A3ko6hB5JlJ4OFlWZYojMt,,20,45.21,11.65,2023-10-09T10:01:33.657Z
2WWQ88vM5GThd19uii2OexPTF6l,,13,38.31,-122.29,2023-10-09T10:01:33.66Z
2WWQ8CXMtNvWohGbJRJlUnk2Nya,,6,34.09,-79.93,2023-10-09T10:01:34.015Z
2WWQ8HfERFEPoXuaPLpIEOw7Fwn,,18.5,34.1,-118.07,2023-10-09T10:01:34.129Z
2WWQ8FeiNsh0HSvYIHwfFIoDfGB,,12.5,41.91,-87.67,2023-10-09T10:01:34.13Z
2WWQ8DaSShD1WuAUyRYwu8p9P69,,17,51.27,0.52,2023-10-09T10:01:34.393Z
2WWQ8CANw7y2vEF8VSzhfxCMdeb,,22,30.1,-95.61,2023-10-09T10:01:34.561Z
2WWQ8GoWMgsT2beeVjaemRRe2Qu,,14,40.39,-111.85,2023-10-09T10:01:34.636Z
2WWQ8H5Gkp70sw37ZxuXEEhNj6W,,19.5,34.95,-78.85,2023-10-09T10:01:34.672Z
2WWQ8JHmuSbuh5XDT4uvhhpW9K1,,7.5,43.59,-79.78,2023-10-09T10:01:35.118Z
2WWQ8MrlTpuaWx0uzYjclu8wgpm,,19.5,42.09,-87.94,2023-10-09T10:01:35.134Z
2WWQ8P8EQSl7ZF6KKO5cPvMJBsb,,12.5,47.85,-122.18,2023-10-09T10:01:35.558Z
2WWQ8JtsdcROz8ytq3U50KqzTEg,,28.5,27.74,-82.43,2023-10-09T10:01:35.558Z
2WWQ8IrUjY5aly7G1eqJzaZzssr,,-40,35.47,-95.54,2023-10-09T10:01:35.709Z
2WWQ8Q2n5nv5QM88OnMkjLReVXQ,,24.5,30.19,-97.86,2023-10-09T10:01:35.71Z
2WWQ8PDUAJNUXRfVQRjhVzUNu36,,18,37.74,-122.41,2023-10-09T10:01:35.958Z
2WWQ8WzIkEDTCm6Qot0j95lg2jD,,15.5,49.2,-122.76,2023-10-09T10:01:36.104Z
2WWQ8UOKAMASN2X4K14nPnRJLS4,,23,49.29,-123.13,2023-10-09T10:01:36.104Z
2WWQ8Xt6uuECE9tBkcbuvUFGgMp,,23,40.38,-3.54,2023-10-09T10:01:36.192Z
2WWQ8YA15QeqrRVVCg6dR53Z3qk,,19.5,38.96,-104.77,2023-10-09T10:01:36.239Z
2WWQ8TVzlPd0LYTVngGMADgmDLN,,28.5,33.04,-97.31,2023-10-09T10:01:36.67Z
2WWQ8SrQjUvrftppQadPMNtkOwe,,19,41.13,-73.27,2023-10-09T10:01:36.711Z
2WWQ8VgEXbStlLmVRLERYmufCFD,,26,38.74,-9.16,2023-10-09T10:01:36.712Z
2WWQ8aZwqNOUMz2myM06uWsUsLG,,1,61.09,-149.75,2023-10-09T10:01:37.215Z
2WWQ8Yso1ZD6xH94JIEgJMhIU4y,,17,37.88,-122.28,2023-10-09T10:01:37.643Z
2WWQ8Z7j4ezfRDGD6My49m4PX9g,,16.5,49.86,6.51,2023-10-09T10:01:37.714Z
2WWQ8gTOTq6MzqcjlAvkF4ZtBTS,,24.5,37.79,-122.39,2023-10-09T10:01:38.165Z
2WWQ8jazt6BVmysOld0gx66Hc3Z,,26.5,25.84,-80.38,2023-10-09T10:01:38.169Z
2WWQ8h6ViVB8W4i08h8KKAOiBp6,,18,51.15,-1.71,2023-10-09T10:01:38.273Z
2WWQ8hsYrSKvXP1CcYuYIXZzREa,,22,47.28,-2.49,2023-10-09T10:01:38.638Z
2WWQ8n9QFGKzWgTZvPqgXosFLkl,,7,36.23,-78.71,2023-10-09T10:01:38.734Z
2WWQ8mB7k9vAEBGP8AN3gcBw63y,,3.5,42.36,-73.29,2023-10-09T10:01:38.734Z
2WWQ8mGbcXWElPQJmNcPo2AwDAY,,11.5,40.67,-73.81,2023-10-09T10:01:38.949Z
2WWQ8qKJfKfNFZfwR48vLyiUvGX,,5,42.7,-83.42,2023-10-09T10:01:39.179Z
2WWQ8oVlKmdQlU1sZTbj1vHRre5,,25.5,33,-117.16,2023-10-09T10:01:39.179Z
2WWQ8t74bDfs0jdXBYFHmsrg5Mb,,18,27.89,-82.2,2023-10-09T10:01:39.179Z
2WWQ8uWROJTzuuqcAr6tBFAB8AU,,11,41.82,-71.43,2023-10-09T10:01:39.216Z
2WWQ8sxZJcQsFfigzXObpcHCLxG,,29.5,31.98,34.76,2023-10-09T10:01:39.233Z
2WWQ8ujHxUIMJtpQdgr6iWFs7DO,,13.5,49.77,13.38,2023-10-09T10:01:39.695Z
2WWQ8x9qwPSUnyDJKynZt7eg1lZ,,26.5,37.39,-122.15,2023-10-09T10:01:40.014Z
2WWQ92cwwaXN1WLDnjYtSNI2mkD,,52,51.12,-1.64,2023-10-09T10:01:40.235Z
2WWQ91lfq1FMnldHxZHeESk5LOR,,28,45.4,9.14,2023-10-09T10:01:40.287Z
2WWQ99hPYD1cfGCNZjgjqtP9bHs,,12,33.77,-81.37,2023-10-09T10:01:41.03Z
2WWQ9ALISzBWgoToxNBPgQcvyCp,,26,38.43,-121.43,2023-10-09T10:01:41.156Z
2WWQ97OwPOQ9RjpCR4nWcoO4n7b,,6,39.88,-75.68,2023-10-09T10:01:41.16Z
2WWQ97koxTClyhcLAl0tP0Dy0aT,,18.5,34,-117.79,2023-10-09T10:01:41.666Z
2WWQ9GeSx181y1y0gIPakexQz6S,,25.5,33,-117.16,2023-10-09T10:01:42.169Z
2WWQ9D4tcfspjBedUmXAne61Xrq,,8,38.94,-94.82,2023-10-09T10:01:42.195Z
2WWQ9E5qxhIQakplHiztG2353rO,,19,37.23,-121.83,2023-10-09T10:01:42.524Z
2WWQ9FDoRuL7N3vApXOh7n8UdkG,,23.5,37.53,-122.28,2023-10-09T10:01:42.651Z
2WWQ9HOvPXLEBOcJTcyCj86rT9C,,28.5,33.89,-117.54,2023-10-09T10:01:42.703Z
2WWQ9FivTZMCNakf5YIrvATLDbi,,28.5,33.89,-117.54,2023-10-09T10:01:42.703Z
2WWQ9JnksDrJRLslRileVwJoG7G,,17.5,51.78,-0.58,2023-10-09T10:01:43.143Z
2WWQ9MIQlcevsrpUSQI9k3nCuD6,,5.8,39.45,-75.07,2023-10-09T10:01:43.257Z
2WWQ9PAnNFXqntlJqd8WhMvZjIg,,6.5,40.44,-74.87,2023-10-09T10:01:43.546Z
2WWQ9KN1IPoY3GTRTKhROhQwJLq,,28.5,35.63,-105.98,2023-10-09T10:01:43.546Z
2WWQ9LLmqNU8AwIkSPDVf16pa2O,,22,40.14,-105.13,2023-10-09T10:01:43.698Z
2WWQ9KiLW3IipFPFUPhgQLRgfUi,,18,49.17,8.32,2023-10-09T10:01:43.737Z
2WWQ9NsMPnPQT4opFuxFRaphChe,,24.5,33.97,-84.44,2023-10-09T10:01:43.738Z
2WWQ9JuM3TosvHKqdCuKhkPoy1y,,13.5,40.66,-73.95,2023-10-09T10:01:43.748Z
2WWQ9T0MD0XRQYr3RtvgwWw5ztg,,17,45.14,-93.33,2023-10-09T10:01:44.029Z
2WWQ9XLAoDDLh7Noy4Xy8CHxeCa,,19,37.23,-121.83,2023-10-09T10:01:44.029Z
2WWQ9TLFUHeHj82ZH3rtM7AA6vG,,8.5,46.82,-92.15,2023-10-09T10:01:44.05Z
2WWQ9VL6NpvlUuhLxqRwT6Tprtn,,24,37.35,-122.03,2023-10-09T10:01:44.67Z
2WWQ9UOwBaTO5UjpP978NBnt7ag,,30.5,34.16,-117.48,2023-10-09T10:01:44.977Z
2WWQ9fsV0bRkGHPA7ALLKR2u4vt,,20,50.79,4.88,2023-10-09T10:01:45.172Z
2WWQ9ceJnUYrgYNoqiJRM7f9BQP,,17,47.95,9.03,2023-10-09T10:01:45.172Z
2WWQ9ZOPx5rzuUhmzl9xWkQ1oCG,,17.5,50.09,8.44,2023-10-09T10:01:45.691Z
2WWQ9eFlF2ul9sgtzbxf7D5FFrg,,8.5,43.59,-79.54,2023-10-09T10:01:45.691Z
2WWQ9ZAAt3bR01dQameImpJWR38,,7.5,41.52,-90.49,2023-10-09T10:01:45.701Z
2WWQ9ZyMYcU8rliXL9fLLbajOqx,,27,33.7,-117.75,2023-10-09T10:01:45.701Z
2WWQ9fnojoPhxrl3Gngzui98mGw,,27.5,28.47,-81.58,2023-10-09T10:01:45.809Z
2WWQ9mCJxZa1h7zyaAeherpIXde,,29.5,30.43,-97.85,2023-10-09T10:01:46.04Z
2WWQ9id0wJL6EIEfvNvqWfKe2y5,,21.5,38.81,-121.23,2023-10-09T10:01:46.181Z
2WWQ9kjdwOLjPQz86G7MKeAcFlb,,31.5,32.38,35.02,2023-10-09T10:01:46.198Z
2WWQ9hi35W35pLiqfAZKS24hPYm,,29,33.57,-117.58,2023-10-09T10:01:46.678Z
2WWQ9mZXzpj5FZuDYIdpty32prx,,13.5,41.72,-87.62,2023-10-09T10:01:46.707Z
2WWQ9l3CTP4ZQo25XJDTPy8wqdF,,21,39.08,-104.83,2023-10-09T10:01:46.712Z
2WWQ9jj5A7zL5pXV64QJ5Zrpiw5,,23,35.35,-80.58,2023-10-09T10:01:46.707Z
2WWQ9lNKoTMDNW2IIo1ACyuy4j5,,19,46.87,9.53,2023-10-09T10:01:46.77Z
2WWQ9pMVJl7pmaDp7c1FrZqJdJP,,16,35.74,-80.86,2023-10-09T10:01:47.028Z
2WWQ9qD3nFhRrLtX3nonCHw2iC9,,11.5,38.12,-87.6,2023-10-09T10:01:47.187Z
2WWQ9vSDn0wgMUy4ENLvlwuJ4sO,,10.5,40.76,-73.97,2023-10-09T10:01:47.187Z
2WWQ9vEEiSjS20tbPQzG2oAjZRB,,17,37.81,-122.27,2023-10-09T10:01:47.253Z
2WWQ9uzRYPK6KsgmIkeK8CPSn3C,,24.5,38.63,-9.15,2023-10-09T10:01:47.564Z
2WWQ9rGAow0FhaV2vaXDy2qzNz4,,19,38.65,-90.32,2023-10-09T10:01:47.698Z
2WWQ9qDzNPdVRDz97SzrkhPApqo,,22,40.14,-105.13,2023-10-09T10:01:47.749Z
2WWQ9qnfMpH0cT7cy6GXyZIBXxg,,26,38.16,-0.96,2023-10-09T10:01:47.75Z
2WWQ9uDXJTHH6eXjP8Pb7SE5Nr3,,28.5,33.89,-117.54,2023-10-09T10:01:47.75Z
2WWQA1ORjZ9QInXAGTmJ129UevF,,23,49.29,-123.13,2023-10-09T10:01:48.047Z
2WWQ9w3u99HJLm6T5oKwiuhbDIx,,23.5,42.02,-88.15,2023-10-09T10:01:48.19Z
2WWQ9wk5EwfPZO02nBVSBtibqYm,,8.5,38.94,-94.82,2023-10-09T10:01:48.19Z
2WWQ9weS3dH3hSSckKXq2djHXxL,,21,34.12,-117.91,2023-10-09T10:01:48.319Z
2WWQ9wbF6dJJBNjeirTP9OR6rh6,,25,33.74,-118.31,2023-10-09T10:01:48.541Z
2WWQ9xcv4VgtksJYi2fZMagW2uN,,14,41.84,-87.65,2023-10-09T10:01:48.544Z
2WWQA1UqUzPsTUqbv1fSGI1GlfK,,21,51.71,5.34,2023-10-09T10:01:48.768Z
2WWQA6MqC1ijAD40LQ8s8Fv8RLu,,16,48.86,2.81,2023-10-09T10:01:49.061Z
2WWQAA6wE6TCO6jBFE9gcU7BxCq,,26.5,34.28,-118.73,2023-10-09T10:01:49.064Z
2WWQA6laPVyQLYesHUP3GD0XCWL,,21,27.36,-82.45,2023-10-09T10:01:49.643Z
2WWQACUS78ykBtjv3slcseXKcAc,,18,52.68,-1.83,2023-10-09T10:01:50.005Z
2WWQACBgRNhXClXsPRMsreLsrIo,,19.5,51.17,3.25,2023-10-09T10:01:50.058Z
2WWQAC4CDUx7RePKypJYM8s0yoC,,24,34.15,-117.44,2023-10-09T10:01:50.345Z
2WWQAJN5quLG9YGlLe27sF7xMgq,,18,51.52,7.05,2023-10-09T10:01:50.627Z
2WWQAIstdIfzw0ZruaC0kRBA0DE,,21,52.09,5.19,2023-10-09T10:01:50.663Z
2WWQACxSQ4nqmTvrG63S61Iahw8,,7,30.72,-86.19,2023-10-09T10:01:50.663Z
2WWQAD2QKaAW6b7oPbSqNzAW5sY,,20,51.15,1.34,2023-10-09T10:01:50.946Z
2WWQAJyqbDxwnKvDI3gEHLloT13,,26,37.63,-121.87,2023-10-09T10:01:51.211Z
2WWQANoAFbQbs3YVHXqiwoC7OPC,,15,44.37,-79.78,2023-10-09T10:01:51.301Z
2WWQAKvMxuOwQ2po01XgTRkQQGd,,13,38.31,-122.29,2023-10-09T10:01:51.628Z
2WWQAOUH3PmWqgskV3U8uH3pFQJ,,27.5,35.99,-115.21,2023-10-09T10:01:51.723Z
2WWQAU4vrJGwbTFQTyoH4sPOIpO,,7.5,43.6,-79.64,2023-10-09T10:01:52.132Z
2WWQAYilEL3uSkJs23ZoJwdPjjG,,11,40.68,-73.75,2023-10-09T10:01:52.132Z
2WWQATxS5B1roHxFC4gmCAnOnN1,,24,47.7,-122.39,2023-10-09T10:01:52.66Z
2WWQAbngik8J0V7dMEOAcsTRqRq,,31,38.23,21.74,2023-10-09T10:01:53.07Z
2WWQAcAHhUsmOaBfuaX9aqlI7nT,,17.5,30.37,-97.67,2023-10-09T10:01:53.134Z
2WWQAgXzODydPctxaXRSDVjziBV,,4,60.26,5.24,2023-10-09T10:01:53.206Z
2WWQAb1DSReXImgmC99qkVCWGNW,,26,32.78,-117.15,2023-10-09T10:01:53.229Z
2WWQAbKjn7iphPc8mYWzt4x1zeF,,32,33.26,-111.7,2023-10-09T10:01:53.665Z
2WWQAZGgwqcqwsDyWskC0NTT0lW,,19.5,36.09,-87,2023-10-09T10:01:53.669Z
2WWQAZGkecvBsUfAPntUqkOtQpV,,17,49.12,-122.71,2023-10-09T10:01:53.665Z
2WWQAlULDSXHFZCjuJwwSeMBfqJ,,6,45.01,-93.32,2023-10-09T10:01:54.146Z
2WWQAhuZN7UrmRgAmejlNV1torx,,26,34.14,-118.05,2023-10-09T10:01:54.171Z
2WWQAiIW6YkDM3Y8ICPNkS2hOBO,,21,34.21,-119.03,2023-10-09T10:01:54.234Z
2WWQAmGF0jKoq3Na33gfnfqq9fw,,22,48.36,8.69,2023-10-09T10:01:54.635Z
2WWQAmXBSM3nQMG1SqepqyqXmyW,,24.5,38.63,-9.15,2023-10-09T10:01:54.636Z
2WWQAkRZKaEYFGPMdET1ZvZL6Qj,,10.5,41.56,-87.89,2023-10-09T10:01:54.662Z
2WWQAmHcy2kQTXwOiZoorAd1K5w,,16,51.05,-113.84,2023-10-09T10:01:54.665Z
2WWQAiZgPjQjsgwI3mu2AaPN2Z6,,21.5,40.49,-3.72,2023-10-09T10:01:54.973Z
2WWQAqDHPWPLzxVzScDzgn8OaGT,,25,38.3,-122.29,2023-10-09T10:01:55.15Z
2WWQAqDtRCVE2kxKtaGaGXEawSn,,10,35.8,-78.74,2023-10-09T10:01:55.627Z
2WWQAvpROXCisaUnx6s4eCN213Q,,30.5,38.58,-121.46,2023-10-09T10:01:55.644Z
2WWQAtRKNlvo4KALcPX6tjbswzs,,24.5,41.6,2.14,2023-10-09T10:01:55.698Z
2WWQArhhvYw9Y6VGGjEFbubhkBj,,26,33.85,-117.57,2023-10-09T10:01:55.698Z
2WWQAzkajW7eeS46yaGWxi54Dgt,,32,33.36,-111.71,2023-10-09T10:01:56.031Z
2WWQB0WSRzCZxNDzzMBX4BGWUau,,16,35.47,-95.54,2023-10-09T10:01:56.14Z
2WWQAzuObJM4XlEGlMB0NxuQX5w,,27,33.41,-111.99,2023-10-09T10:01:56.173Z
2WWQB0YIIWffE5eV6r7eNzO0u6d,,19,42.64,23.34,2023-10-09T10:01:56.173Z
2WWQAxKXEn850HoCjvMiYGY9c6b,,26,38.16,-0.96,2023-10-09T10:01:56.524Z
2WWQB3nHBsMCs70MZRGtD2LLeM0,,21.5,37.56,-122.06,2023-10-09T10:01:56.523Z
2WWQB2x3qPAfPCHNxguaMiFzCBW,,18,49.23,9.17,2023-10-09T10:01:56.524Z
2WWQAxSvqyyDMvSnCuktfDvny4u,,19.5,40.85,-74.5,2023-10-09T10:01:56.524Z
2WWQB3uZ3gngajN5nHdP3YbEqQy,,29,25.13,121.75,2023-10-09T10:01:56.659Z
2WWQAywGITOgh0PEqIWzYSkLrjP,,16,51.05,-113.84,2023-10-09T10:01:56.674Z
2WWQB31tvP3tMfxzDsZzwWGVsFm,,21.5,33.78,-118.05,2023-10-09T10:01:56.686Z
2WWQAxu9qwaLU3LIWxWIXJO5IX1,,32,38.82,-121.28,2023-10-09T10:01:56.929Z
2WWQB4VazOgh5BDXNCXl43fpjtC,,27.5,32.79,-117.17,2023-10-09T10:01:57.148Z
2WWQB6rIHQwJWLYaU9YzenTuYAF,,21.5,54.38,-1.69,2023-10-09T10:01:57.151Z
2WWQBAFQQ36CWeR5YztXIxDvnFc,,8,43.24,-79.76,2023-10-09T10:01:57.181Z
2WWQBDKoHGe8fCk6Xf6K9gHcJt8,,19.5,52.04,-0.76,2023-10-09T10:01:58.029Z
2WWQBElXlhIguLZACwsGNSANSlt,,20,48.27,11.44,2023-10-09T10:01:58.531Z
2WWQBC0TDlCo5cRhDrXEGKufNle,,18,49.23,9.17,2023-10-09T10:01:58.536Z
2WWQBEbleq7Ju4zthhUPJ7x6b9M,,19,37.76,-122.49,2023-10-09T10:01:58.661Z
2WWQBG14tsjUh9c9eu5Rn2J4lRK,,14,47.72,-122.05,2023-10-09T10:01:58.666Z
2WWQBNXeDPFna1uyB8Gmxo5gTqA,,11.5,41.79,-87.7,2023-10-09T10:01:59.043Z
2WWQBNPTCL6ioGyigwHmkRJp6o5,,9.5,45.44,-73.69,2023-10-09T10:01:59.169Z
2WWQBOgPYrwzKVoamy6bELbvf6C,,14,47.72,-122.05,2023-10-09T10:01:59.169Z
2WWQBOAXYrAhbzTRarOOCC5hTTR,,16.5,37.24,-121.86,2023-10-09T10:01:59.174Z
2WWQBMk4CoavyPYqcTKMiZVR7fh,,17,51.55,-0.16,2023-10-09T10:01:59.543Z
2WWQBR2AUuOIWdPMtMGPJNf2Wzm,,22.5,32.75,-117.19,2023-10-09T10:01:59.659Z
2WWQBNKT1qeEOk43UOXMr4Xmu2h,,8,43.24,-79.76,2023-10-09T10:01:59.676Z
2WWQBLlbLSOL8pi8O6AWt3qgyiu,,4,44.9,-85.06,2023-10-09T10:01:59.677Z
2WWQBVoS35bpOdijjPUaom9Cwpg,,26,33.85,-117.57,2023-10-09T10:02:00.111Z
2WWQBYsFNi8AiVw4LUInUAgiHUG,,22,50.8,6.79,2023-10-09T10:02:00.146Z
2WWQBWYvaMS77ce8vLizOp97QKS,,3,43.01,-82.95,2023-10-09T10:02:00.146Z
2WWQBZGwgegyJD4KcF7izpo1QC0,,0,59.93,10.81,2023-10-09T10:02:00.553Z
2WWQBYf11mRCI4eTI2Di3VjX1E5,,25.5,33.09,-96.7,2023-10-09T10:02:00.667Z
2WWQBWLMpckXvu94IQuI7ZGphRl,,21.5,32.83,-116.75,2023-10-09T10:02:00.718Z
2WWQBUFuIw6aXzIOkAlPRhEOZnG,,21.5,33.78,-118.05,2023-10-09T10:02:00.718Z
2WWQBVoWy4gDSMduDbZbS2Txaod,,19,37.76,-122.49,2023-10-09T10:02:00.721Z
2WWQBe2q6DWi4iYqqfPthVLRnZr,,18,37.43,-122.19,2023-10-09T10:02:01.032Z
2WWQBbYEK0vyelRZVKGl38bbe07,,11,39.06,-94.49,2023-10-09T10:02:01.156Z
2WWQBeEFjqYYnZQjksEY8bDVKSy,,22,41.89,-87.66,2023-10-09T10:02:01.174Z
2WWQBfb4SClZthnLAeRV83MdVP4,,21.5,34,-118.45,2023-10-09T10:02:01.175Z
2WWQBeCeCAnlxh4JvCXPGVfSRH1,,26,-27.76,153.24,2023-10-09T10:02:01.191Z
2WWQBgpNK0skxU2rtwxKple3PIG,,20,34.08,-118.4,2023-10-09T10:02:01.567Z
2WWQBfIgNwmQwGtY2P9V0YWwfmp,,16.5,41.72,-88.21,2023-10-09T10:02:01.567Z
2WWQBeaSlYXxTuRkNT2yami6lom,,7.5,41.95,-88.17,2023-10-09T10:02:01.57Z
2WWQBcYwXibKxHg1197aGKk0Z9T,,22,36.82,-119.82,2023-10-09T10:02:01.57Z
2WWQBevrs09xHycDh6FghIxS2SH,,20,34.02,-118.44,2023-10-09T10:02:01.671Z
2WWQBh05pBK9qretlazF0H4Shmb,,20,37.8,-122.44,2023-10-09T10:02:01.692Z
2WWQBkpOYa2uK3cwtwvJHqvraAy,,15,50.43,8.86,2023-10-09T10:02:02.175Z
2WWQBjm2SHUMZgDaYRMMt3wWP7Z,,21.5,45.99,8.89,2023-10-09T10:02:02.2Z
2WWQBlq0srHL73cc72iAbCjrjHV,,21.5,33.74,-118.09,2023-10-09T10:02:02.694Z
2WWQBjyJR562dyzz0ZLGgnMBYxL,,29,34.41,-118.45,2023-10-09T10:02:02.702Z
2WWQBtm4cGWKFjluNGkbaCWbXqR,,28.5,33.22,-96.85,2023-10-09T10:02:03.197Z
2WWQBpGBCWtKosAXLLisCfr0lWx,,12,55.37,10.45,2023-10-09T10:02:03.242Z
2WWQBpLJ7itKu6zmVRBIPr2Yaxj,,8,31.07,-84.19,2023-10-09T10:02:03.322Z
2WWQBp1mUGNBzIPkzrmX5DPqfVB,,11,58.61,16.22,2023-10-09T10:02:03.677Z
2WWQBsVvQ0iDwjnPdjP9UHxJsM5,,19,41.12,-73.38,2023-10-09T10:02:03.677Z
2WWQBrrVeZOzGKnNynM8VhKvbAi,,18.5,49.01,2.57,2023-10-09T10:02:03.729Z
2WWQBwhAqIO4MzvRjbcAvaVPZDq,,20,34.55,-112.5,2023-10-09T10:02:03.737Z
2WWQC1xqQH9DGM8Z7m6kn8S02ld,,22.5,34.04,-117.07,2023-10-09T10:02:04.057Z
2WWQBzAiLXOp7TZ4OT3As0JtlYh,,24.5,45.48,-122.37,2023-10-09T10:02:04.589Z
2WWQBxnbD5TIEnjhhn6OlpF2BhD,,26,34.14,-118.05,2023-10-09T10:02:04.71Z
2WWQC34GGgUogYGXecaJsujJEB6,,31,26.34,-80.27,2023-10-09T10:02:04.71Z
2WWQC35TQDd7TjVf7sCyYM9zGNi,,20,39.37,-94.78,2023-10-09T10:02:04.711Z
2WWQC74nDcyytj3rSsl3588SE6T,,17.5,42.41,-87.91,2023-10-09T10:02:05.124Z
2WWQCBpw0A1ecAo071gLuPAo8rl,,27.5,33.41,-111.99,2023-10-09T10:02:05.221Z
2WWQC7jMHD2dSEaDWqQiFzc22pS,,18.5,43.63,-79.61,2023-10-09T10:02:05.683Z
2WWQCCbuLj3T97lh25CEHhqJEhm,,29,37.99,-122.6,2023-10-09T10:02:06.074Z
2WWQCCrpTjE0gCy6X92IXalsaMZ,,18,37.43,-122.19,2023-10-09T10:02:06.552Z
2WWQCGrll6zLiQ7AVIR5T6mW9IV,,18,37.43,-122.19,2023-10-09T10:02:06.552Z
2WWQCO5UpQChaa3h6BwmjUkGgXu,,51,41.02,-7.78,2023-10-09T10:02:07.048Z
2WWQCO2abOmltVwk7GJhVmAMWe0,,22.5,37.55,-122.3,2023-10-09T10:02:07.054Z
2WWQCPxwpRyM3RCpwd5hV7EStUX,,30.5,37.94,-121.71,2023-10-09T10:02:07.059Z
2WWQCLm1s4uebIxGz8pGJ6z05xQ,,20,34.1,-118,2023-10-09T10:02:07.209Z
2WWQCO1s1QheHv98RZBjGCq1nma,,24.5,39.52,-119.81,2023-10-09T10:02:07.696Z
2WWQCONoJRWGolTOk1RLe48AJOX,,19.5,51.2,6.44,2023-10-09T10:02:07.696Z
2WWQCMKrEuWhDmoppzqstsyruwx,,17.5,34.21,-118.84,2023-10-09T10:02:07.906Z
2WWQCLWOPajdcSOMGH6IkCct7Ge,,7.5,59.36,17.99,2023-10-09T10:02:07.906Z
2WWQCQd5FYVsmpNEm1dMbt6U9eq,,25.5,28.14,-81.63,2023-10-09T10:02:07.909Z
2WWQCXHQ88ZTNnKXzVPqt0gdJbd,,18,34.09,-118.34,2023-10-09T10:02:08.112Z
2WWQCUVHat5Nkj67R31jqUMndv2,,20,28.14,-81.84,2023-10-09T10:02:08.117Z
2WWQCWccLji1PiBxOUp49QuOYTl,,17.5,33.92,-117.95,2023-10-09T10:02:08.242Z
2WWQCWIhAv1ycIXIBcPka1FH40d,,21,49.16,-122.92,2023-10-09T10:02:08.573Z
2WWQCSD9zdoP8PoMGSePrLsuF8I,,17.5,52.53,-2.02,2023-10-09T10:02:08.946Z
2WWQCVRaa7T4ztFZbIJEGA8w14h,,7.5,36.07,-79.49,2023-10-09T10:02:08.946Z
2WWQCSvTqFKUScLTJZPUEy5cjFy,,11,39.1,-84.53,2023-10-09T10:02:08.963Z
2WWQCXbwopN4oVcD8JFYkatdKBQ,,31.5,26.51,-80.1,2023-10-09T10:02:08.963Z
2WWQCeTA50rdQGCIDGenBxkUOAo,,6,41.37,-73.77,2023-10-09T10:02:09.566Z
2WWQCgEKMlb5z0qRW9b8vzf0KpU,,5,42.91,-87.94,2023-10-09T10:02:09.569Z
2WWQCh4SU6RrVOWd79S80lCvyV2,,14.5,41.89,-87.79,2023-10-09T10:02:09.717Z
2WWQCbBsigeXSO1KhBrDaBTe1CC,,24,34.6,-118.15,2023-10-09T10:02:09.938Z
2WWQCh3h4e2iX7R2gyb3ZkxU9tz,,14,38.75,-123.52,2023-10-09T10:02:09.941Z
2WWQCbRDjZYjytZRZWX11Y3Yn0u,,21.5,38.18,-122.27,2023-10-09T10:02:09.941Z
2WWQCbN3WCxPSlQ9L5s7GfiogqC,,10.5,45.46,-73.62,2023-10-09T10:02:09.942Z
2WWQClzZyRKV3ycSJR0VuCZhoGr,,20.5,37.89,-122.25,2023-10-09T10:02:10.159Z
