id,source,ambientTemp,latitude,longitude,time
2WWTIM1Vfttd8dxjSEdvr8gTbp5,,11,46.53,24.55,2023-10-09T10:27:35.476Z
2WWTISclue0MMBaPMpgOyQxpZDx,,13,40.39,-111.85,2023-10-09T10:27:35.602Z
2WWTIOX04NBgZsKh5IUyVLCW0Ms,,20,45.44,-122.52,2023-10-09T10:27:35.621Z
2WWTIOOvyOOxHx8IdKU8EW4rwcR,,29,30.43,-97.85,2023-10-09T10:27:35.626Z
2WWTISt8jFwQ7Iz2W5QEDLLl8Uh,,15,37.8,-121.95,2023-10-09T10:27:35.97Z
2WWTIZAIA3FNt9UoO4njJdToivf,,12,57.65,12.02,2023-10-09T10:27:36.439Z
2WWTIZIyhpis0Dxw8EN4YwGEH4E,,28,33.26,-111.71,2023-10-09T10:27:36.819Z
2WWTIYY3LhEopc69uRGOBxVGiD8,,7.5,43.59,-79.78,2023-10-09T10:27:36.819Z
2WWTIiLPUwBMftmJBXplLQbWfYh,,23,49.29,-123.13,2023-10-09T10:27:37.213Z
2WWTIbHvpgmdDx7vXMu51LnnSjv,,15.5,49.2,-122.76,2023-10-09T10:27:37.213Z
2WWTIcdnM3XULBdbcwfboD5Ic2L,,26,38.54,-121.57,2023-10-09T10:27:37.522Z
2WWTIfbDMtMTwP6k8GrRKEmBAX5,,12,57.65,11.95,2023-10-09T10:27:37.807Z
2WWTIescdG8hBPI2eodr5AUdv21,,15,51.31,9.49,2023-10-09T10:27:37.807Z
2WWTIqBwmBsprDiW0kvxTf5NNoV,,17,37.88,-122.28,2023-10-09T10:27:38.032Z
2WWTIilkz3HMof3s52GMjMY9Klg,,19.5,38.96,-104.77,2023-10-09T10:27:38.273Z
2WWTIspzdwIQw82vqNSr9qNA7qX,,4,42.64,-87.91,2023-10-09T10:27:39.059Z
2WWTIxVev0Usv5yPpsvkgRnhEN5,,5,42.7,-83.42,2023-10-09T10:27:39.48Z
2WWTIyEMqE1oob7tzLzMen2eS5J,,26,34.22,-118.23,2023-10-09T10:27:39.775Z
2WWTJ43rtVsO7l06M3TA8eGyWld,,6,36.23,-78.71,2023-10-09T10:27:40.279Z
2WWTJ5RWFL18JCPRjfZw9BOC70f,,25.5,33,-117.16,2023-10-09T10:27:40.552Z
2WWTJ0SOkmCa2mkrSv89GzTRo8H,,30,31.99,34.75,2023-10-09T10:27:40.77Z
2WWTJ3ZlgviHzEvxKICsp3oYcqk,,25.5,26.52,-80.17,2023-10-09T10:27:40.949Z
2WWTJ8RzUvZ3NQYVJNcA8A3MNDm,,27,38.43,-121.43,2023-10-09T10:27:41.55Z
2WWTJ9Jbte6Vksf8LLNBOunZ6ou,,10,29.8,-82.5,2023-10-09T10:27:41.55Z
2WWTJHBseepkdbRBuQgvYYciQ3a,,28.5,32.16,34.86,2023-10-09T10:27:42.617Z
2WWTJHG8DEYjdU51yhj3QxkdGfu,,16.5,45.14,-93.33,2023-10-09T10:27:42.756Z
2WWTJM5gkSoKQqnherFAfoAMmz2,,16,50.53,8.65,2023-10-09T10:27:43.105Z
2WWTJMdkMUE1NwMBPveIUqDJhG1,,20,45.39,-122.93,2023-10-09T10:27:43.105Z
2WWTJSrzfiaj8vgcvhmD9YncZ8n,,20,49.23,-123.14,2023-10-09T10:27:43.371Z
2WWTJNax5hvUYdMPYLHDstzHUdj,,18.5,37.23,-121.83,2023-10-09T10:27:43.371Z
2WWTJPy4ZhlYQ9SEFKprs2AOqBc,,18.5,37.23,-121.83,2023-10-09T10:27:43.843Z
2WWTJTgCGGbk7dkCqUx20pCxAfY,,8.5,43.65,-79.36,2023-10-09T10:27:44.054Z
2WWTJZvvGMEfFFtgPgHAMp3RfJW,,18.5,34,-117.79,2023-10-09T10:27:44.087Z
2WWTJUg6yWocz1Rimsas9umCs14,,8.5,46.82,-92.15,2023-10-09T10:27:44.338Z
2WWTJXHaP01dTnpWw9pRw10VPQn,,28.5,35.63,-105.98,2023-10-09T10:27:44.353Z
2WWTJUGrF6AzjkJdXK2wXPcWEud,,21.5,38.81,-121.23,2023-10-09T10:27:44.568Z
2WWTJUP9fTQY1s9rPaLza7ifHab,,14.5,38.56,-121.73,2023-10-09T10:27:44.568Z
2WWTJVfpNqihA7Ii3DrpFsqOxaX,,30,25.73,-80.26,2023-10-09T10:27:44.601Z
2WWTJZvmiUmugFWHxQrEksFjz3x,,18,49.17,8.32,2023-10-09T10:27:44.601Z
2WWTJf60pqJM0IlOHpqdqGRKY3x,,18.5,37.23,-121.83,2023-10-09T10:27:45.047Z
2WWTJg80mpGG18XKGHlgDl1nl2U,,18.5,34,-117.79,2023-10-09T10:27:45.093Z
2WWTJdsQVnLsDunxGsg1kPGpoNM,,26,33.92,-116.77,2023-10-09T10:27:45.964Z
2WWTJpvmNcJGbNx6gjWbherySRz,,24,28.47,-81.59,2023-10-09T10:27:46.074Z
2WWTJkuuiJJ5XwoI1Dd0I75axRo,,18,27.89,-82.2,2023-10-09T10:27:46.074Z
2WWTJlaqIKX0oumUzAsLYYOshFc,,4.5,35.4,-80.48,2023-10-09T10:27:46.075Z
2WWTJpDeLBXfImAahae7NYvCJ9W,,18.5,51.61,-0.17,2023-10-09T10:27:46.347Z
2WWTJoyN7ueP2GpgU9jRkriSRvh,,18.5,37.23,-121.83,2023-10-09T10:27:46.547Z
2WWTJnUQ8FcH4KvlTkZAbPYnToF,,19,50.81,-0.4,2023-10-09T10:27:46.673Z
2WWTJqmjbm1PEb6aBzCQoHNjMHZ,,10,29.8,-82.5,2023-10-09T10:27:46.766Z
2WWTJmD2nYwBU7HVScec0N4TzIu,,10,29.8,-82.5,2023-10-09T10:27:46.766Z
2WWTJqmBiq8CKZGPPnUzv6BZdxm,,7.5,41.52,-90.49,2023-10-09T10:27:46.852Z
2WWTJmuOgtdUTEIFYBq3D7SXxsE,,22.5,37.91,-122.3,2023-10-09T10:27:46.855Z
2WWTJrRJ2g8cgs2SFeTLpwQ5gJy,,19,37.73,-122.47,2023-10-09T10:27:47.181Z
2WWTJr7VtsmrcLlfqvx5uq0oKMB,,22,51.71,5.34,2023-10-09T10:27:47.181Z
2WWTJwxQypSUXrGbbFZ4Y6Atqr6,,11,40.68,-73.75,2023-10-09T10:27:47.576Z
2WWTJugcEL1z8hcjd9G3yt5YTfz,,27,33.7,-117.75,2023-10-09T10:27:47.882Z
2WWTK1UKGOMY9LCZfFA18eiVY6x,,18.5,33.61,-117.66,2023-10-09T10:27:48.066Z
2WWTK1MEFGyUBOtKMqdfG5OlTGl,,17,34.11,-118.38,2023-10-09T10:27:48.079Z
2WWTK0uos2KmReieHYrUNaI069W,,22,40.14,-105.13,2023-10-09T10:27:48.376Z
2WWTK0yEmGPqpCrNPXghlh1gYqS,,8.5,43.65,-79.36,2023-10-09T10:27:48.379Z
2WWTK3nu8SYwG1lULMNSTcHnQSo,,16,35.74,-80.86,2023-10-09T10:27:48.557Z
2WWTJzjr4XjJ3S8zPp9uw00lMy2,,10.5,40.73,-73.97,2023-10-09T10:27:48.579Z
2WWTK3gNPLvHV77BItsW6Q7NlFs,,12.7,55.58,13.03,2023-10-09T10:27:48.902Z
2WWTJyv0vRJDQYRIVyqGeVUgdMY,,17,37.81,-122.27,2023-10-09T10:27:48.902Z
2WWTK8UJAjKzShPH0ARNR8TKqsB,,18.5,33.61,-117.66,2023-10-09T10:27:49.061Z
2WWTKDPAN1sRxZuiMOUCFrJqE1K,,18.5,37.23,-121.83,2023-10-09T10:27:49.061Z
2WWTKDbauqEhfiTvghfX3IgKZS0,,10.5,53.57,-113.32,2023-10-09T10:27:49.098Z
2WWTKB9NwoNad2vQy98PVnfMcYP,,17.5,30.37,-97.67,2023-10-09T10:27:49.557Z
2WWTK8jWO6XbfZNeXJRd12ywols,,5,38.62,-76.89,2023-10-09T10:27:49.568Z
2WWTKAGHQtgLeGmfWj3KxtEJhXk,,25,33.74,-118.31,2023-10-09T10:27:49.57Z
2WWTKDjA2DOsfB7uz656yJBbPYa,,20,34.12,-117.91,2023-10-09T10:27:49.883Z
2WWTK9Pmg9h7MTV7Ikl7wS9YFnh,,23.5,42.02,-88.15,2023-10-09T10:27:49.883Z
2WWTKEvEjzlRhEEv1CQfre07TPB,,22,51.71,5.34,2023-10-09T10:27:50.06Z
2WWTKLqaB5dwxq6Mj6pl36LdJoG,,10,29.8,-82.5,2023-10-09T10:27:50.06Z
2WWTKLdTzCBipvJL9LkDxzNEzj0,,17,49.12,-122.71,2023-10-09T10:27:50.561Z
2WWTKFkLE8hF6UTVkhJ2WlhnXNL,,24.5,34.15,-117.44,2023-10-09T10:27:50.888Z
2WWTKH2O7LhJNqGRnbkOjysM6UO,,14.5,49.15,-123.16,2023-10-09T10:27:50.908Z
2WWTKMPRMgmUcqCEFVoPa6UNxYE,,23.5,43.61,3.88,2023-10-09T10:27:51.387Z
2WWTKNXdkWx6g5AhzEQW9HxQJbq,,19.5,28.71,-81.78,2023-10-09T10:27:51.389Z
2WWTKSsm0kI6idQXDfpOUl0Gc5F,,19.5,28.71,-81.78,2023-10-09T10:27:51.39Z
2WWTKNhC7tIBOzKSB0bkgPEPnGD,,19.5,28.71,-81.78,2023-10-09T10:27:51.39Z
2WWTKQ5QgAKEKju4GwwHccEsH4i,,19.5,51.17,3.25,2023-10-09T10:27:51.585Z
2WWTKM88OjwTLlwLiGbZkNsnSPq,,19,51.74,6.96,2023-10-09T10:27:51.669Z
2WWTKQhbZu98KyOQddm62jkB2NA,,18.5,45.78,15.98,2023-10-09T10:27:51.675Z
2WWTKMmCBSmEeFVtawzfiT5Nn9k,,19.5,28.71,-81.78,2023-10-09T10:27:51.794Z
2WWTKOAy2di10oCHzhSozRvPqVS,,28,33.04,-96.89,2023-10-09T10:27:51.899Z
2WWTKYNJSSRWcmVnlJLKtiHbqhO,,8,59.17,9.62,2023-10-09T10:27:52.121Z
2WWTKVT3DzDSmJsPTrAaD2feyPQ,,15.5,52.62,-0.29,2023-10-09T10:27:52.289Z
2WWTKU0YfmJ3fq2iloFSyUXmKLf,,4,36.19,-81.88,2023-10-09T10:27:52.396Z
2WWTKbBFGmS6aZXGRMlmhW4x1o7,,21,51.16,1.35,2023-10-09T10:27:52.579Z
2WWTKYJXohv94XJ7dW5ItfwCV1m,,33,33.87,-117.79,2023-10-09T10:27:52.601Z
2WWTKVqlruNTYsi3ktwmtxdFadh,,35.5,32.78,-115.59,2023-10-09T10:27:52.601Z
2WWTKiyChFIFttWnctT22Cw2cYe,,26.5,21.33,-157.92,2023-10-09T10:27:53.195Z
2WWTKhpKYpfZmWULQmn8Q3oy5kB,,24,47.7,-122.18,2023-10-09T10:27:53.306Z
2WWTKbbzs2qKCZnGblFFi79yZ2t,,23.5,28.47,-81.59,2023-10-09T10:27:53.502Z
2WWTKeF5wVM8S71KSm9sfreelD5,,23.5,28.47,-81.59,2023-10-09T10:27:53.502Z
2WWTKhSMQUKP4Gk8S0vdWdfavcr,,16.5,34.04,-118.54,2023-10-09T10:27:53.714Z
2WWTKj09OA5W9ZkJ9l21osc9a7w,,15.5,37.66,-122.41,2023-10-09T10:27:53.715Z
2WWTKcJm1VfB2vcOUuyiKZdASaN,,6.5,50.28,18.96,2023-10-09T10:27:53.782Z
2WWTKgWWislHM0rtorSv85MHVKR,,8.5,39.28,-81.57,2023-10-09T10:27:53.998Z
2WWTKfahyjuuKdQL6CMmSRaH8eM,,24.5,29.52,-98.76,2023-10-09T10:27:53.999Z
2WWTKmeOEKALgBvC7AYefiQkDBe,,32,33.26,-111.7,2023-10-09T10:27:54.204Z
2WWTKowRkYyRir7noPyLsD5ZEbA,,26,42.71,9.45,2023-10-09T10:27:54.309Z
2WWTKjSWCEwqujwlEdveRrrjLeu,,4,60.26,5.24,2023-10-09T10:27:54.31Z
2WWTKoImeTlnQhDTryFsYjhDR4q,,10.5,41.56,-87.89,2023-10-09T10:27:54.513Z
2WWTKuTrIMiLykGVerX6qAY7xwi,,19.5,36.09,-87,2023-10-09T10:27:55.336Z
2WWTKrun4gZ7iefjCW9y8FWDOv8,,19,45.42,-122.79,2023-10-09T10:27:55.593Z
2WWTKwsgsdgYbeJ9Ud0m7c4AQut,,13,38.31,-122.29,2023-10-09T10:27:55.853Z
2WWTL5jvi7ufcmWTQO1xumNkzm0,,10,35.8,-78.74,2023-10-09T10:27:56.317Z
2WWTL2i6DKflhM1YUbMNxcIH9Ml,,17.5,39.41,-105,2023-10-09T10:27:56.833Z
2WWTL6mmJyOgnJxiEfHXnc6zTxA,,21,35.36,-119.07,2023-10-09T10:27:57.067Z
2WWTLB4wkVpX76pVTVMURssSMhk,,21.5,33.78,-118.05,2023-10-09T10:27:57.067Z
2WWTL6r4l8nlXNyzh6wgdsJlKtQ,,19,42.64,23.34,2023-10-09T10:27:57.069Z
2WWTL9PprIBh1BwtGM1Se0vPyV0,,18.5,33.92,-117.43,2023-10-09T10:27:57.225Z
2WWTL8yUN7yeWHLgnX50dU1OOHQ,,21.5,37.56,-122.06,2023-10-09T10:27:57.339Z
2WWTLBkGwCPYQc2zhyLz1Aqtt24,,22,49.2,2.64,2023-10-09T10:27:57.673Z
2WWTLGSZN7YunK6Mish3vdqtGuS,,10,38.68,-85.79,2023-10-09T10:27:58.167Z
2WWTLKnXF5fQ4TFdNuHRf3DITJ9,,22,54.38,-1.69,2023-10-09T10:27:58.168Z
2WWTLHLqijRjUcc2agLA6rukWBT,,0,59.93,10.81,2023-10-09T10:27:58.834Z
2WWTLNr1xIXiFLi1egIA8e6440l,,11,58.61,16.22,2023-10-09T10:27:59.243Z
2WWTLPDrIeKSBJtpEidQrwlhOTw,,3,43.01,-82.95,2023-10-09T10:27:59.648Z
2WWTLOQmMYwlGB2OK1SRiLhb1Zy,,11.5,52.57,13.1,2023-10-09T10:27:59.663Z
2WWTLQSqFfngkHSatnX3gfR2BMT,,41.5,24.57,54.46,2023-10-09T10:27:59.683Z
2WWTLRQZN2Y0JkgEGJ9Y6mshwme,,18.5,37.76,-122.49,2023-10-09T10:27:59.683Z
2WWTLagzWS3FZlmU0uQruWilpzZ,,9.5,45.44,-73.69,2023-10-09T10:28:00.199Z
2WWTLUrl2lzfgMra3Pr7G2WDEKl,,31.5,38.82,-121.28,2023-10-09T10:28:00.504Z
2WWTLXKwJvDj2KeWnZfKDN3ETEh,,6.5,41.92,-73.9,2023-10-09T10:28:00.705Z
2WWTLXftFQpSYt8nIHr4wgaoqkS,,14,47.72,-122.05,2023-10-09T10:28:00.71Z
2WWTLXaVKrgZo8LkyhWM7SgcDA8,,6,45.2,-85.17,2023-10-09T10:28:00.926Z
2WWTLaNgvIO0uFSgBb0WacTFo9V,,19,42.09,-87.97,2023-10-09T10:28:00.966Z
2WWTLb6SyN9a2twAlMfFwXLyzbb,,16.5,37.24,-121.86,2023-10-09T10:28:00.967Z
2WWTLX91W0HMmJ0wEw8BdTAUVjZ,,22.5,32.75,-117.19,2023-10-09T10:28:00.967Z
2WWTLYiij58z4iomalxjSblK1eK,,18.5,33.67,-118.01,2023-10-09T10:28:00.988Z
2WWTLbL8NBmSn2CvAuesJ0ctJ4M,,23.5,38.71,-9.15,2023-10-09T10:28:00.994Z
2WWTLjc7ng41rd5qnRS1Pv8uv5q,,26,33.85,-117.57,2023-10-09T10:28:01.426Z
2WWTLhEu6xEIb86iusByT4hZHac,,9.5,40.88,-74.02,2023-10-09T10:28:01.425Z
2WWTLcOeVcaeFQdCNN4bzFRMgO0,,12,55.05,10.59,2023-10-09T10:28:01.426Z
2WWTLhLdJB9f8Ci4zptI6zwyNYv,,30,33.93,-117.86,2023-10-09T10:28:01.445Z
2WWTLgms8PZOqOO2vpeRCXDfTfS,,25,33.09,-96.7,2023-10-09T10:28:01.452Z
2WWTLigqD3QP3Mjm8b8LQHkGF1w,,8.5,32.47,-85.08,2023-10-09T10:28:01.696Z
2WWTLgX0Fdli4aNybLYThku4FrL,,18.5,33.92,-117.43,2023-10-09T10:28:01.957Z
2WWTLfNH3Nh2f7dw7tmhku7QzBh,,4,59.32,14.12,2023-10-09T10:28:01.96Z
2WWTLojtyWYK7XafJeuDSQYci8p,,17.5,39.41,-105,2023-10-09T10:28:02.202Z
2WWTLl1R6sngl3pKkWWngU6ez85,,24,45.47,11.63,2023-10-09T10:28:02.42Z
2WWTLkEcAw5n6396usmGf5yPLST,,21.5,47.27,11.38,2023-10-09T10:28:02.42Z
2WWTLl3PceSohQEyi0IDVijxuuh,,14,50.86,9.69,2023-10-09T10:28:02.45Z
2WWTLkTJhTHJ7Lce1XnPeLbu00D,,18.5,37.43,-122.19,2023-10-09T10:28:02.702Z
2WWTLpyUjUOYImnY2RcpWIUOung,,8.5,32.47,-85.08,2023-10-09T10:28:02.703Z
2WWTLkdWf3P35kGD9DI4gVVhVcU,,11,40.83,-73.94,2023-10-09T10:28:02.949Z
2WWTLrfUuMdzhWVWpx7CJE1ndZb,,21,50.98,6.14,2023-10-09T10:28:03.199Z
2WWTLsY6DStlLeymNcVl4tKbXG3,,21.5,36.82,-119.82,2023-10-09T10:28:03.26Z
2WWTLt6DAimSeAQBRJdGHnXRVb3,,21,28.14,-81.64,2023-10-09T10:28:03.262Z
2WWTLvWxeqvG4kHI1B2cCdZv2SO,,26,-27.76,153.24,2023-10-09T10:28:03.262Z
2WWTLySD2CEhyRVEFBvbHEAljST,,13.5,57.73,12.02,2023-10-09T10:28:03.262Z
2WWTLvO5x0BcR9K7You33gP2Ay0,,28.5,33.22,-96.85,2023-10-09T10:28:03.68Z
2WWTLtNdtsqRqbvb5mlH5Pyr0UQ,,21.5,45.99,8.89,2023-10-09T10:28:03.769Z
2WWTM3szajAYN9m7FDKkd6dRM8f,,6.5,42.9,-85.74,2023-10-09T10:28:04.264Z
2WWTM3wB9anXDeicQyPZr0y4Qbn,,24,45.47,11.63,2023-10-09T10:28:04.728Z
2WWTM9qvNjmXirM8rIs5AWABtyN,,19,51.22,4.24,2023-10-09T10:28:05.276Z
2WWTMATOxYSWJjBssY4qrFlyamw,,20,48.22,10.85,2023-10-09T10:28:05.277Z
2WWTMDGTjD1D5WKv33NMtjr7uoG,,6.5,48.57,19.51,2023-10-09T10:28:05.714Z
2WWTM7dvg7YeRqc5tHEk8DhochQ,,19.5,39.37,-94.78,2023-10-09T10:28:05.766Z
2WWTMKDEtg7tjQlnj2eAQmApBSA,,26,33.18,-96.65,2023-10-09T10:28:06.228Z
2WWTMEuj4oUh460UREYXyUmYKqx,,18.5,49.92,8.5,2023-10-09T10:28:06.228Z
2WWTMHvoR4xGKWZCxyxDkCdWbo7,,29,36.08,-114.96,2023-10-09T10:28:06.228Z
2WWTMKey9LW2XXkiMiViyPxQrOE,,18.5,49.01,2.57,2023-10-09T10:28:06.271Z
2WWTMLxWq4sQZDJvkNgE6ovFgkI,,27.5,38.58,-121.46,2023-10-09T10:28:06.779Z
2WWTMG1lHUOxyO2yrtBBff3EaPR,,5,46.21,-74.72,2023-10-09T10:28:06.791Z
2WWTMOA3JmazwubTbHw8LcKv42T,,16.5,41.72,-88.21,2023-10-09T10:28:07.635Z
2WWTMa8qO3svCcrbxpsjmiR38Sl,,22,37.55,-122.3,2023-10-09T10:28:08.137Z
2WWTMaIzvGEBXZgurdBao9jW7MS,,29,34.41,-118.45,2023-10-09T10:28:08.147Z
2WWTMbN5tQCgCVBBw7DgE5GYUE5,,20,34.1,-118,2023-10-09T10:28:08.244Z
2WWTMWZsnTHIo6FlvEdKMik6a3M,,21,51.33,6.83,2023-10-09T10:28:08.286Z
2WWTMV1uo1LK54KKZ3rUQNGpJ4t,,24.5,39.52,-119.81,2023-10-09T10:28:08.286Z
2WWTMUxTmMkWfTE50WQDCfqiKul,,30.5,37.94,-121.71,2023-10-09T10:28:08.607Z
2WWTMdJcfPmzhd5ZeYQEaxCeDvV,,16,39.75,-104.89,2023-10-09T10:28:09.058Z
2WWTMd53i9hrtIED8jjxgHGdtju,,17,44.45,26.15,2023-10-09T10:28:09.061Z
2WWTMgyypgG0YaE2LbaZwMImjmH,,18,34.21,-118.84,2023-10-09T10:28:09.403Z
2WWTMjZSDJ9Krzrd8fsc0epHB2X,,18.5,34.27,-118.54,2023-10-09T10:28:09.527Z
2WWTMiCLtGay1pDnyfgoZy4mamq,,23,45.88,4.4,2023-10-09T10:28:09.527Z
2WWTMjJuIaESTCGR3YwIkWaUj9W,,20,46.83,9.45,2023-10-09T10:28:09.527Z
2WWTMf0GbNQMuzcKXqMJRmeYwSr,,20.5,40.51,-111.88,2023-10-09T10:28:09.857Z
2WWTMdHcVPBpDgA1ZVWSvnrvFij,,9,39.11,-84.8,2023-10-09T10:28:09.915Z
2WWTMrUbrJRJZ72SupSfpxUqS0j,,17.5,42.41,-87.91,2023-10-09T10:28:10.035Z
2WWTMpNd0oC8VqHUI4MR2fjotgo,,10.5,45.47,-73.54,2023-10-09T10:28:10.138Z
2WWTMr5suW13j2cZO5YVAduD9bd,,18.5,43.04,-89.48,2023-10-09T10:28:10.138Z
2WWTMoBc1XF0D4ROb8AdrUBEoOE,,30,33.62,-117.61,2023-10-09T10:28:10.561Z
2WWTMoFhcXQJdNewd7ju8MmOcsD,,14,38.75,-123.52,2023-10-09T10:28:10.615Z
2WWTMoXXhoBUbQUEjHuNGvTUHXH,,22,38.18,-122.27,2023-10-09T10:28:10.615Z
2WWTMt7XKc9jPInfobeH7w93HXR,,23.5,36.13,-115.13,2023-10-09T10:28:11.019Z
2WWTMyYM9qCb1pnbi5PODCioZMv,,23.5,36.13,-115.13,2023-10-09T10:28:11.019Z
2WWTMuUo4gBNnwSNu8hRF6zrqBq,,23,47.35,8.43,2023-10-09T10:28:11.055Z
2WWTMvcKMLXRC7cHtxIhjgfwket,,21,51.33,6.83,2023-10-09T10:28:11.417Z
2WWTMt08hTMWQJET1MaMPZ1jBte,,25,49.25,-122.89,2023-10-09T10:28:11.538Z
2WWTN0tfzPY8F0VZ0xWcsSiRmX3,,14.5,41.89,-87.79,2023-10-09T10:28:12.026Z
2WWTN2ZyHAMILWtGIVIv1uJtRUb,,16,39.52,-119.83,2023-10-09T10:28:12.026Z
2WWTN4ZCvv0SJvlG5y8oXZdPZGQ,,25.5,33.85,-118.39,2023-10-09T10:28:12.126Z
2WWTN3kSuxq6aQXzaTzIcQ0mJQf,,14,-36.91,174.87,2023-10-09T10:28:12.545Z
2WWTN47IDDSxTHItvsm4ZUaFf8m,,29.5,33.8,-111.88,2023-10-09T10:28:12.561Z
2WWTN6h5lxnL1x4aNuZVsZbhw1F,,12.5,41.89,-87.94,2023-10-09T10:28:12.562Z
2WWTNDeXjnrkxrbhTgec7dNOOD3,,22.5,36.04,-115.31,2023-10-09T10:28:13.027Z
2WWTNEJg7SEdGXXetRHbcCu3ZIq,,10,53.79,20.59,2023-10-09T10:28:13.03Z
2WWTNAhnfWxMt5sP3u5grXx386o,,16.5,-35.19,149.16,2023-10-09T10:28:13.22Z
2WWTN9TgmmbdQhyhpcsTGwL1KVy,,18.5,46.85,9.52,2023-10-09T10:28:13.22Z
2WWTNA1qImY3HgBBRQ0xLpAsRA2,,17,41.05,-73.49,2023-10-09T10:28:13.963Z
2WWTNH8x2f8cSd5KiM15g5AhaC6,,18,52.74,-2.54,2023-10-09T10:28:14.023Z
2WWTNJT2ucR3zvy56uslqecahGk,,18.5,46.85,9.52,2023-10-09T10:28:14.136Z
2WWTNJTIqbUJuOwaMgLvz9nPkqf,,23,47.35,8.43,2023-10-09T10:28:14.643Z
2WWTNG4Ecs9h0uHqRbf7IPPg08j,,26.5,26.04,-80.15,2023-10-09T10:28:14.643Z
2WWTNOgT9sVEdLyVKx1tE82KrLh,,0,46.82,-101.78,2023-10-09T10:28:15.039Z
2WWTNQxrDlt6wNZUbVOIm4zl5fX,,22.5,36.04,-115.31,2023-10-09T10:28:15.077Z
2WWTNRf2SUQ4tydKC2tO2emnDvF,,16,52.86,7.92,2023-10-09T10:28:15.078Z
2WWTNSkj2Q30Uc4pIifmge9ljaU,,29.5,33.41,-111.99,2023-10-09T10:28:15.138Z
2WWTNOm266Ckqy2h2SDrR4redsa,,28.5,26.09,-80.37,2023-10-09T10:28:15.141Z
2WWTNQCS8F2qkoiAYWY298sTK4C,,19.5,27.89,-81.83,2023-10-09T10:28:15.192Z
2WWTNURqyJu9hPyTADoAKceqfUd,,24.5,39.65,2.87,2023-10-09T10:28:15.638Z
2WWTNPzA46czkPPQEtfILvfvruN,,20,30.21,-97.77,2023-10-09T10:28:15.641Z
2WWTNTmqjY447gPam0Ca4Q6kzn5,,21.5,36.96,-120.06,2023-10-09T10:28:15.682Z
2WWTNPSM2cak56CyNZaqpERK6os,,26.5,34.14,-117.54,2023-10-09T10:28:15.682Z
2WWTNOAT2ndq7hu9p54HWLDbkEn,,25,34.15,-117.95,2023-10-09T10:28:15.687Z
2WWTNNakHIkt51nEvFlTVfIpJIv,,20.5,36.63,-119.63,2023-10-09T10:28:15.836Z
2WWTNXVD4RNzqGlsycra9CESCSV,,28,37.59,-122.05,2023-10-09T10:28:16.146Z
2WWTNXHV2dI3mXk2zlXDrtP1fT3,,4.5,45.98,-74.89,2023-10-09T10:28:16.148Z
2WWTNX8Y7Qzjv5F6hdOi0XOdcVj,,30.5,33.46,-111.78,2023-10-09T10:28:16.851Z
2WWTNgeQqVE7GeSwMSBgViFyHwT,,19,41.57,-93.79,2023-10-09T10:28:17.165Z
2WWTNjgm4Y60WB5u5jgeuIjSxBo,,20.5,52.28,5.19,2023-10-09T10:28:17.168Z
2WWTNiKhVUfc2iVw6XwErCYVHoz,,21,51.22,4.24,2023-10-09T10:28:17.486Z
2WWTNeWD8dhbwrbJ45ZnYFgzIAE,,18,39.4,-119.73,2023-10-09T10:28:17.49Z
2WWTNgDjyBfkbl7sQuvEFh5iY1R,,21.5,47.38,8.37,2023-10-09T10:28:17.772Z
2WWTNk7VTAHVrESPDVAuZJaVfF6,,25,30.16,-97.96,2023-10-09T10:28:17.85Z
2WWTNqkppYPt2wn03tASQiULYCg,,7.5,59.91,10.76,2023-10-09T10:28:18.13Z
2WWTNmkOHFT9idvL6WmMluD3tLi,,20.5,51.69,-0.23,2023-10-09T10:28:18.131Z
2WWTNr5Px1thr4Yv4yOa764x0hT,,11.5,55.53,9.21,2023-10-09T10:28:18.131Z
2WWTNkeNotDquXQmKbYEJn5PWEM,,10,38.67,-85.78,2023-10-09T10:28:18.575Z
2WWTNqZur3jkjhYYCZaG9OT1ohV,,7.5,59.91,10.76,2023-10-09T10:28:18.626Z
2WWTNnsUjGdl3PwZKMRAbvcwTNR,,11.5,37.64,-118.97,2023-10-09T10:28:18.626Z
2WWTNmxya0Kig67j2OzXsnrlKqR,,18,52.74,-2.54,2023-10-09T10:28:18.881Z
2WWTNw2eTpKQxQFkT6ZWNdYaw3z,,10,42.37,-71.16,2023-10-09T10:28:19.053Z
2WWTNyaHMKpNHeteEb69K9goKn1,,14,40.54,-74.36,2023-10-09T10:28:19.555Z
2WWTNuj9nVJZWAebzkGMa0S8byC,,6,40.62,-89.36,2023-10-09T10:28:19.596Z
2WWTNz0hv8a9rViMMY0n7TFjlhN,,4,42.64,-87.9,2023-10-09T10:28:19.895Z
2WWTNvr3Xib6K8vL5rzOY2GaUNf,,215,33.53,-81.86,2023-10-09T10:28:19.997Z
2WWTO1XNP4HVpHBhmJWCLcu278Z,,19,48.2,15.62,2023-10-09T10:28:20.044Z
2WWTO6nhYtZb07bPmb80JyNtPgK,,17.5,38.5,-121.79,2023-10-09T10:28:20.055Z
2WWTO059e0R8J02lOMfwSXit0TU,,24,32.98,-117.17,2023-10-09T10:28:20.551Z
2WWTOF10v7IRsXpdyl5fyftXZOt,,9,40.96,-73.72,2023-10-09T10:28:21.047Z
